Record Date,Security Type Description,Security Class Description,Debt Held by the Public (in Millions),Intragovernmental Holdings (in Millions),Total Public Debt Outstanding (in Millions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2012-11-30,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,1,2012,4,11,30
2012-11-30,Marketable,Notes,7261196.819,6547.948,7267744.767,2,2013,1,2012,4,11,30
2012-11-30,Marketable,Treasury Inflation-Protected Securities,835413.10240045,362.98551668,835776.08791713,4,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,Government Account Series,163626.49914948,4796279.450999,4959904.95014848,11,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,Hope Bonds,0,493.57319123,493.57319123,12,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,Other,1333.10594651,0,1333.10594651,13,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,State and Local Government Series,158866.30624086,0,158866.30624086,9,2013,1,2012,4,11,30
2012-11-30,Nonmarketable,United States Savings Securities,183186.53339815,0,183186.53339815,10,2013,1,2012,4,11,30
2012-11-30,Total Marketable,_,11013208.1549505,19575.68251668,11032783.8374671,6,2013,1,2012,4,11,30
2012-10-31,Marketable,Bills,1619648.3051,2356.33,1622004.6351,1,2013,1,2012,4,10,31
2012-10-31,Marketable,Bonds,1207849.06545,3318.14,1211167.20545,3,2013,1,2012,4,10,31
2012-10-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2013,1,2012,4,10,31
2012-10-31,Marketable,Notes,7221718.0503,6450.526,7228168.5763,2,2013,1,2012,4,10,31
2012-10-31,Marketable,Treasury Inflation-Protected Securities,818659.53865801,356.51139545,819016.05005346,4,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,Government Account Series,162354.71960714,4829786.21054642,4992140.93015356,11,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,Hope Bonds,0,493.57319123,493.57319123,12,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,Other,1339.74008185,0,1339.74008185,13,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,State and Local Government Series,163558.18104748,0,163558.18104748,9,2013,1,2012,4,10,31
2012-10-31,Nonmarketable,United States Savings Securities,183489.44950665,0,183489.44950665,10,2013,1,2012,4,10,31
2012-10-31,Total Marketable,_,10867874.959508,19593.06639545,10887468.0259035,6,2013,1,2012,4,10,31
2012-10-31,Total Nonmarketable,_,543722.91883312,4830278.78373765,5374001.70257077,14,2013,1,2012,4,10,31
2012-10-31,Total Public Debt Outstanding,_,11411597.8783411,4849871.8501331,16261470.7284742,15,2013,1,2012,4,10,31
2012-09-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,Other,1379.57799347,0,1379.57799347,13,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,State and Local Government Series,158513.73989488,0,158513.73989488,9,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,United States Savings Securities,183661.04469004,0,183661.04469004,10,2012,4,2012,3,09,30
2012-09-30,Total Nonmarketable,_,539415.35465958,4777067.95515058,5316484.30981016,14,2012,4,2012,3,09,30
2012-09-30,Total Public Debt Outstanding,_,11269585.7125756,4796656.20733732,16066240.9199129,15,2012,4,2012,3,09,30
2012-09-30,Marketable,Bills,1613025.7898,2983.02,1616008.8098,1,2012,4,2012,3,09,30
2012-09-30,Marketable,Bonds,1194715.40445,3451.89,1198167.29445,3,2012,4,2012,3,09,30
2012-09-30,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2012,4,2012,3,09,30
2012-09-30,Marketable,Notes,7114960.4503,5744.657,7120705.1073,2,2012,4,2012,3,09,30
2012-09-30,Marketable,Treasury Inflation-Protected Securities,807468.713366,296.12618674,807764.83955274,4,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,Government Account Series,162880.16349119,4776574.50867369,4939454.67216488,11,2012,4,2012,3,09,30
2012-09-30,Nonmarketable,Hope Bonds,0,493.44647689,493.44647689,12,2012,4,2012,3,09,30
2012-09-30,Total Marketable,_,10730170.357916,19587.25218674,10749757.6101027,6,2012,4,2012,3,09,30
2012-08-31,Total Public Debt Outstanding,_,11272625.5059075,4743144.28935734,16015769.7952648,15,2012,4,2012,3,08,31
2012-08-31,Marketable,Bills,1659984.0237,3021.39,1663005.4137,1,2012,4,2012,3,08,31
2012-08-31,Marketable,Bonds,1181747.95725,3424.16,1185172.11725,3,2012,4,2012,3,08,31
2012-08-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2012,4,2012,3,08,31
2012-08-31,Marketable,Notes,7100324.631,5463.913,7105788.544,2,2012,4,2012,3,08,31
2012-08-31,Marketable,Treasury Inflation-Protected Securities,795644.72677019,302.21844887,795946.94521906,4,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,Government Account Series,162143.92351803,4723326.60243158,4885471.52594961,11,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,Hope Bonds,0,493.44647689,493.44647689,12,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,Other,1360.73233813,0,1360.73233813,13,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,State and Local Government Series,154588.92296041,0,154588.92296041,9,2012,4,2012,3,08,31
2012-08-31,Nonmarketable,United States Savings Securities,183849.75978072,0,183849.75978072,10,2012,4,2012,3,08,31
2012-08-31,Total Marketable,_,10737701.3387202,19323.24044887,10757024.5791691,6,2012,4,2012,3,08,31
2012-08-31,Total Nonmarketable,_,534924.16718729,4723821.04890847,5258745.21609576,14,2012,4,2012,3,08,31
2012-07-31,Total Marketable,_,10588362.1709682,18984.98418327,10607347.1551514,6,2012,4,2012,3,07,31
2012-07-31,Total Nonmarketable,_,533919.2840553,4791967.57614118,5325886.86019648,14,2012,4,2012,3,07,31
2012-07-31,Total Public Debt Outstanding,_,11122282.4550235,4810952.56032445,15933235.0153479,15,2012,4,2012,3,07,31
2012-07-31,Marketable,Bills,1578692.7301,2299.56,1580992.2901,1,2012,4,2012,3,07,31
2012-07-31,Marketable,Bonds,1165649.61965,3522.32,1169171.93965,3,2012,4,2012,3,07,31
2012-07-31,Marketable,Federal Financing Bank,0,7111.559,7111.559,5,2012,4,2012,3,07,31
2012-07-31,Marketable,Notes,7061335.3294,5815.282,7067150.6114,2,2012,4,2012,3,07,31
2012-07-31,Marketable,Treasury Inflation-Protected Securities,782684.49181816,236.26318327,782920.75500143,4,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,Government Account Series,161378.48953294,4791475.12966429,4952851.61919723,11,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,Hope Bonds,0,493.44647689,493.44647689,12,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,Other,1329.73279209,0,1329.73279209,13,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,State and Local Government Series,154019.3847465,0,154019.3847465,9,2012,4,2012,3,07,31
2012-07-31,Nonmarketable,United States Savings Securities,184211.84839377,0,184211.84839377,10,2012,4,2012,3,07,31
2012-06-30,Total Nonmarketable,_,542177.40196894,4792204.81912203,5334383.22109097,14,2012,3,2012,2,06,30
2012-06-30,Marketable,Federal Financing Bank,0,7112,7112,5,2012,3,2012,2,06,30
2012-06-30,Total Public Debt Outstanding,_,11044184.8280896,4810852,15855037,15,2012,3,2012,2,06,30
2012-06-30,Total Marketable,_,10502007.4261207,18647,10520655,6,2012,3,2012,2,06,30
2012-06-30,Marketable,Bills,1594426.5699,1975.288,1596401.8579,1,2012,3,2012,2,06,30
2012-06-30,Marketable,Bonds,1152799.9556,3372.254,1156172.2096,3,2012,3,2012,2,06,30
2012-06-30,Marketable,Notes,6957008.5783,5870.746,6962879.3243,2,2012,3,2012,2,06,30
2012-06-30,Marketable,Treasury Inflation-Protected Securities,797772.32232069,317.15142056,798089.47374125,4,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,Government Account Series,161425.33080568,4791712.4870306,4953137.81783628,11,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,Hope Bonds,0,493.33209143,493.33209143,12,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,Other,1322.95706365,0,1322.95706365,13,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,State and Local Government Series,162015.11668729,0,162015.11668729,9,2012,3,2012,2,06,30
2012-06-30,Nonmarketable,United States Savings Securities,184433.16882232,0,184433.16882232,10,2012,3,2012,2,06,30
2012-05-31,Marketable,Bonds,1138296.67615,3957.792,1142254.46815,3,2012,3,2012,2,05,31
2012-05-31,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,3,2012,2,05,31
2012-05-31,Marketable,Notes,6935158.7662,6348.595,6941507.3612,2,2012,3,2012,2,05,31
2012-05-31,Marketable,Treasury Inflation-Protected Securities,788198.61995555,349.34275423,788547.96270978,4,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,Foreign Series,3185.64859,0,3185.64859,8,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,Government Account Series,159011.64852589,4742680.34328768,4901691.90181357,11,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,Hope Bonds,0,493.33209143,493.33209143,12,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,Other,1323.4731099,0,1323.4731099,13,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,State and Local Government Series,163152.79331955,0,163152.79331955,9,2012,3,2012,2,05,31
2012-05-31,Nonmarketable,United States Savings Securities,184670.15123535,0,184670.15123535,10,2012,3,2012,2,05,31
2012-05-31,Total Marketable,_,10464911.5518055,21260.66075423,10486172.0125598,6,2012,3,2012,2,05,31
2012-05-31,Total Nonmarketable,_,541339.89478069,4743172.67537911,5284513.4801598,14,2012,3,2012,2,05,31
2012-05-31,Total Public Debt Outstanding,_,11006251.4465862,4764434.33613334,15770685.4927196,15,2012,3,2012,2,05,31
2012-05-31,Marketable,Bills,1603257.4895,2163.451,1605420.9405,1,2012,3,2012,2,05,31
2012-04-30,Marketable,Bills,1611353.316,2072.252,1613425.568,1,2012,3,2012,2,04,30
2012-04-30,Marketable,Bonds,1121252.24655,4001.226,1125253.47255,3,2012,3,2012,2,04,30
2012-04-30,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,3,2012,2,04,30
2012-04-30,Marketable,Notes,6877079.9846,6268.908,6883348.8926,2,2012,3,2012,2,04,30
2012-04-30,Marketable,Treasury Inflation-Protected Securities,769330.48618521,276.81447747,769607.30066268,4,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,Foreign Series,3385.64859,0,3385.64859,8,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,Government Account Series,157707.21407823,4754743.15663365,4912450.37071188,11,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,Hope Bonds,0,493.33209143,493.33209143,12,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,Other,1311.40665142,0,1311.40665142,13,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,State and Local Government Series,159742.08414344,0,159742.08414344,9,2012,3,2012,2,04,30
2012-04-30,Nonmarketable,United States Savings Securities,184913.35087292,0,184913.35087292,10,2012,3,2012,2,04,30
2012-04-30,Total Marketable,_,10379016.0333352,21060.68047747,10400076.5138127,6,2012,3,2012,2,04,30
2012-04-30,Total Nonmarketable,_,537054.88433601,4755236.48872508,5292291.37306109,14,2012,3,2012,2,04,30
2012-04-30,Total Public Debt Outstanding,_,10916070.9176712,4776297.16920255,15692367.8868738,15,2012,3,2012,2,04,30
2012-03-31,Total Nonmarketable,_,529196.90254887,4714596.30760484,5243793.21015371,14,2012,2,2012,1,03,31
2012-03-31,Total Public Debt Outstanding,_,10846824.6399239,4735254.13424554,15582078.7741694,15,2012,2,2012,1,03,31
2012-03-31,Marketable,Bills,1672606.6736,1828.679,1674435.3526,1,2012,2,2012,1,03,31
2012-03-31,Marketable,Bonds,1105889.78055,3998.2557,1109888.03625,3,2012,2,2012,1,03,31
2012-03-31,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,03,31
2012-03-31,Marketable,Notes,6770349.4391,6134.8108,6776484.2499,2,2012,2,2012,1,03,31
2012-03-31,Marketable,Treasury Inflation-Protected Securities,768781.84412501,254.6011407,769036.44526571,4,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,Foreign Series,3585.64859,0,3585.64859,8,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,Government Account Series,156666.6318446,4714103.01443626,4870769.64628086,11,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,Hope Bonds,0,493.29316858,493.29316858,12,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,Other,1329.07506855,0,1329.07506855,13,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,State and Local Government Series,152780.73048956,0,152780.73048956,9,2012,2,2012,1,03,31
2012-03-31,Nonmarketable,United States Savings Securities,184839.63655616,0,184839.63655616,10,2012,2,2012,1,03,31
2012-03-31,Total Marketable,_,10317627.737375,20657.8266407,10338285.5640157,6,2012,2,2012,1,03,31
2012-02-29,Total Public Debt Outstanding,_,10722996.3472534,4765894.9973798,15488891.3446332,15,2012,2,2012,1,02,29
2012-02-29,Marketable,Bills,1608737.6035,1678.514,1610416.1175,1,2012,2,2012,1,02,29
2012-02-29,Marketable,Bonds,1091968.03095,4017.3472,1095985.37815,3,2012,2,2012,1,02,29
2012-02-29,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,02,29
2012-02-29,Marketable,Notes,6748203.2975,6211.6804,6754414.9779,2,2012,2,2012,1,02,29
2012-02-29,Marketable,Treasury Inflation-Protected Securities,752828.30408627,211.09147982,753039.39556609,4,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,Government Account Series,157237.0887999,4744841.5911314,4902078.6799313,11,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,Hope Bonds,0,493.29316858,493.29316858,12,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,Other,1328.05746392,0,1328.05746392,13,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,State and Local Government Series,143880.09260192,0,143880.09260192,9,2012,2,2012,1,02,29
2012-02-29,Nonmarketable,United States Savings Securities,185033.04376137,0,185033.04376137,10,2012,2,2012,1,02,29
2012-02-29,Total Marketable,_,10201737.2360363,20560.11307982,10222297.3491161,6,2012,2,2012,1,02,29
2012-02-29,Total Nonmarketable,_,521259.11121711,4745334.88429998,5266593.99551709,14,2012,2,2012,1,02,29
2012-01-31,Nonmarketable,Hope Bonds,0,493.29316858,493.29316858,12,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,Other,1317.5054777,0,1317.5054777,13,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,State and Local Government Series,144400.5554761,0,144400.5554761,9,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,United States Savings Securities,185198.76093827,0,185198.76093827,10,2012,2,2012,1,01,31
2012-01-31,Total Marketable,_,10048852.45572,20057.10269506,10068909.5584151,6,2012,2,2012,1,01,31
2012-01-31,Total Nonmarketable,_,523521.93246681,4763709.00322194,5287230.93568875,14,2012,2,2012,1,01,31
2012-01-31,Total Public Debt Outstanding,_,10572374.3881869,4783766.105917,15356140.4941039,15,2012,2,2012,1,01,31
2012-01-31,Marketable,Bills,1524148.7066,1296.985,1525445.6916,1,2012,2,2012,1,01,31
2012-01-31,Marketable,Bonds,1073882.79635,4151.794,1078034.59035,3,2012,2,2012,1,01,31
2012-01-31,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,2,2012,1,01,31
2012-01-31,Marketable,Notes,6705363.62690001,5952.6384,6711316.2653,2,2012,2,2012,1,01,31
2012-01-31,Marketable,Treasury Inflation-Protected Securities,745457.32587004,214.20529506,745671.5311651,4,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,Foreign Series,3785.64859,0,3785.64859,8,2012,2,2012,1,01,31
2012-01-31,Nonmarketable,Government Account Series,158824.28198474,4763215.71005336,4922039.9920381,11,2012,2,2012,1,01,31
2011-12-31,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,Government Account Series,159019.02755856,4754900.2843382,4913919.31189676,11,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,Hope Bonds,0,493.26705921,493.26705921,12,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,Other,1328.1566279,0,1328.1566279,13,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,State and Local Government Series,152058.12013195,0,152058.12013195,9,2012,1,2011,4,12,31
2011-12-31,Nonmarketable,United States Savings Securities,185278.23502652,0,185278.23502652,10,2012,1,2011,4,12,31
2011-12-31,Total Nonmarketable,_,530664.36793493,4755393.55139741,5286057.91933234,14,2012,1,2011,4,12,31
2011-12-31,Total Public Debt Outstanding,_,10447662.9880831,4775277.19364394,15222940.181727,15,2012,1,2011,4,12,31
2011-12-31,Marketable,Bills,1519461.7092,1055.55,1520517.2592,1,2012,1,2011,4,12,31
2011-12-31,Marketable,Bonds,1060111.24405,4001.084,1064112.32805,3,2012,1,2011,4,12,31
2011-12-31,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,12,31
2011-12-31,Marketable,Notes,6598893.7273,6162.0398,6605055.7671,2,2012,1,2011,4,12,31
2011-12-31,Marketable,Treasury Inflation-Protected Securities,738531.93959812,223.48844653,738755.42804465,4,2012,1,2011,4,12,31
2011-12-31,Total Marketable,_,9916998.62014813,19883.64224653,9936882.26239466,6,2012,1,2011,4,12,31
2011-11-30,Total Public Debt Outstanding,_,10389957.7807415,4720540.76767472,15110498.5484163,15,2012,1,2011,4,11,30
2011-11-30,Marketable,Bills,1511028.3366,1449.635,1512477.9716,1,2012,1,2011,4,11,30
2011-11-30,Marketable,Bonds,1046715.06355,3921.6914,1050636.75495,3,2012,1,2011,4,11,30
2011-11-30,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,11,30
2011-11-30,Marketable,Notes,6573057.286,5900.5298,6578957.8158,2,2012,1,2011,4,11,30
2011-11-30,Marketable,Treasury Inflation-Protected Securities,727578.88476735,223.49764853,727802.38241588,4,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,Domestic Series,29995.18,0,29995.18,7,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,Foreign Series,2985.64859,0,2985.64859,8,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,Government Account Series,157104.03789926,4700110.66676698,4857214.70466624,11,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,Hope Bonds,0,493.26705921,493.26705921,12,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,Other,1335.14243941,0,1335.14243941,13,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,State and Local Government Series,154665.3496938,0,154665.3496938,9,2012,1,2011,4,11,30
2011-11-30,Nonmarketable,United States Savings Securities,185492.85120171,0,185492.85120171,10,2012,1,2011,4,11,30
2011-11-30,Total Marketable,_,9858379.57091735,19936.83384853,9878316.40476589,6,2012,1,2011,4,11,30
2011-11-30,Total Nonmarketable,_,531578.20982418,4700603.93382619,5232182.14365037,14,2012,1,2011,4,11,30
2011-10-31,Total Nonmarketable,_,529676.47801898,4717499.528199,5247177.00621798,14,2012,1,2011,4,10,31
2011-10-31,Total Public Debt Outstanding,_,10256015.4323853,4737693.61275732,14993709.0451427,15,2012,1,2011,4,10,31
2011-10-31,Marketable,Bills,1480661.7115,1841.105,1482502.8165,1,2012,1,2011,4,10,31
2011-10-31,Marketable,Bonds,1029426.37555,3986.2704,1033412.64595,3,2012,1,2011,4,10,31
2011-10-31,Marketable,Federal Financing Bank,0,8441.48,8441.48,5,2012,1,2011,4,10,31
2011-10-31,Marketable,Notes,6501318.932,5673.2508,6506992.1828,2,2012,1,2011,4,10,31
2011-10-31,Marketable,Treasury Inflation-Protected Securities,714931.93531636,250.97835832,715182.91367468,4,2012,1,2011,4,10,31
